,Alturas,Arleta,Arvin,Auburn,Bakersfield,Bakersfield Southwest,Barstow,Bell Gardens,Bellflower,Blythe,Brawley,Carmichael,Chico,Chula Vista,Clovis,Coalinga,Compton,Concord,Corte Madera,Costa Mesa,Crescent City,Culver City,Daly City,Davis,Delano,El Cajon,El Centro,El Cerrito,El Monte,Eureka,Fairfield,Fall River Mills,Folsom,Fontana,Fontana Commercial Drive Test Center,Fort Bragg,Fremont,Fresno,Fresno Commercial Drive Test Center,Fresno North,Fullerton,Garberville,Gardena Commercial Drive Test Center,Gilroy,Glendale,Goleta,Grass Valley,Hanford,Hawthorne,Hayward,Hemet,Hollister,Hollywood,Indio,Jackson,King City,Lake Isabella,Lakeport,Lancaster,Lincoln Park,Lodi,Lompoc,Long Beach,Los Angeles,Los Banos,Los Gatos,Madera,Manteca,Mariposa,Mendota,Merced,Modesto,Montebello,Mt Shasta,Napa,Needles,Newhall,Norco,Novato,Oakland,Oceanside,Oroville,Oxnard,Palm Desert,Palm Springs,Pasadena,Paso Robles,Petaluma,Pittsburg,Placerville,Pleasanton,Pomona,Porterville,Poway,Quincy,Rancho Cucamonga,Rancho San Diego Industry Business Center,Red Bluff,Redding,Redlands,Redwood City,Reedley,Ridgecrest,Riverside,Riverside East,Rocklin,Roseville,Sacramento,Sacramento South,Salinas,San Andreas,San Bernardino,San Clemente,San Diego,San Diego Clairemont,San Francisco,San Jose,San Luis Obispo,San Marcos,San Mateo,San Pedro,San Ysidro,Santa Ana,Santa Barbara,Santa Clara,Santa Monica,Santa Paula,Santa Rosa,Santa Teresa,Seaside,Shafter,Simi Valley,Sonora,South Lake Tahoe,Stockton,Susanville,Taft,Temecula,Thousand Oaks,Torrance,Tracy,Truckee,Tulare,Tulelake,Turlock,Twentynine Palms,Ukiah,Vacaville,Vallejo,Van Nuys,Ventura,Victorville,Visalia,Watsonville,Weaverville,West Covina,West Hollywood,West Sacramento Commercial Drive Test Center,Westminster,Whittier,Willows,Winnetka,Woodland,Yreka,Yuba City
Santa Monica,1154.13,96.0,343.37,683.1,256.37,315.13,253.47,140.68,169.73,375.68,466.07,655.73,842.4,388.5,516.97,343.32,144.5,626.23,627.02,251.88,1922.72,63.7,570.75,624.1,288.65,384.85,389.97,604.98,133.1,1130.9,647.05,2082.05,647.65,241.1,256.75,961.08,548.97,470.8,472.6,484.17,198.8,1144.27,164.8,454.57,122.28,471.63,1325.43,455.67,124.48,707.6,521.03,526.15,58.22,361.93,4246.1,556.78,392.6,1464.93,335.35,101.47,633.88,,153.7,94.98,460.43,538.98,507.97,607.63,624.48,432.65,542.57,598.85,122.13,955.87,704.02,1116.77,143.4,320.7,652.75,584.32,295.92,796.63,,339.03,377.53,167.78,449.98,679.65,644.78,726.65,620.38,178.52,426.9,392.12,1067.95,216.62,406.63,1486.4,859.23,368.05,526.75,438.97,416.73,272.38,317.67,664.98,680.3,600.6,619.87,539.25,2187.12,324.02,230.18,340.42,295.3,574.13,490.27,,310.52,548.72,163.28,383.77,226.17,434.58,501.03,0,301.62,679.7,501.33,579.48,380.35,220.43,1248.45,1343.97,490.87,1031.35,342.85,,250.77,170.38,685.18,796.77,314.53,2093.93,660.97,605.12,835.08,734.9,674.5,92.55,,211.5,361.03,625.63,2135.98,147.47,49.97,595.23,209.25,200.38,1511.95,125.45,638.28,1403.82,688.0
Santa Paula,1434.65,244.92,495.75,916.4,418.75,447.52,417.85,263.05,306.12,,686.13,867.98,1362.23,524.18,608.07,1357.92,274.85,746.18,767.4,349.38,1954.55,341.32,674.9,856.15,439.75,535.52,595.03,693.9,258.43,1352.73,750.43,2362.57,891.2,331.82,337.55,1182.92,623.35,564.1,550.7,560.27,275.72,1366.1,273.23,634.13,220.68,159.63,1517.55,562.73,360.95,647.63,459.72,699.53,260.27,496.83,1364.55,468.13,479.9,1518.67,475.18,226.77,1492.43,363.62,309.58,236.6,574.48,634.37,661.42,857.4,1269.32,603.2,708.93,678.18,263.3,1141.92,787.93,1272.28,277.22,377.62,752.13,674.52,454.58,1399.83,111.73,494.8,482.72,261.2,361.33,796.68,822.12,1388.2,701.77,281.7,625.82,553.78,1348.47,315.77,553.3,1518.23,1029.78,377.57,650.13,609.52,502.67,338.6,385.17,910.78,1400.13,839.37,872.42,542.63,2447.63,345.27,380.02,485.43,495.57,674.35,602.65,351.38,490.18,672.1,305.42,544.27,288.77,151.97,627.42,267.2,0,810.15,640.07,552.87,537.73,158.93,1410.28,1591.8,709.42,1311.87,530.23,441.1,173.15,282.98,947.57,1570.45,558.12,2275.77,735.07,751.67,1056.92,794.4,737.88,259.3,56.28,368.05,532.28,569.67,2468.05,260.93,261.93,831.87,332.78,295.9,1543.78,188.0,886.83,1474.65,1401.63
Santa Rosa,743.93,578.03,797.07,355.65,687.3,728.48,816.1,662.28,690.37,978.48,1558.38,363.23,487.25,899.15,570.32,708.88,648.77,172.73,148.02,774.2,1131.23,639.32,137.87,233.9,712.6,931.1,1495.95,143.93,643.12,391.4,201.4,1671.85,370.45,738.25,752.8,238.72,193.05,526.35,526.95,537.52,681.97,412.77,639.48,279.98,635.93,613.98,548.93,594.02,671.22,166.98,831.3,342.5,585.67,879.08,3998.77,464.25,1942.27,446.63,776.15,630.02,341.68,648.58,663.83,597.67,562.18,252.42,466.08,324.2,514.15,655.45,466.92,281.7,644.37,609.88,173.95,1691.57,627.32,734.03,100.97,135.67,810.55,439.1,741.1,889.83,928.23,656.23,426.3,67.9,201.73,420.17,170.73,695.95,691.78,1213.62,657.75,730.55,1929.85,476.2,548.83,801.88,167.97,661.77,1966.4,741.07,805.52,340.03,417.5,332.4,353.33,339.6,2208.78,760.15,732.92,867.4,848.13,109.98,209.08,518.4,831.15,166.05,655.92,915.23,701.8,632.37,213.17,645.05,813.75,0,241.83,312.57,738.7,678.78,1266.12,789.77,287.77,621.15,781.2,838.15,734.12,662.38,275.35,479.82,613.37,1683.73,356.32,1754.78,111.68,230.95,205.85,585.45,733.25,798.53,589.13,316.93,687.33,668.42,578.92,296.12,737.88,695.48,531.75,620.87,291.08,696.62,389.6
Santa Teresa,749.28,482.2,424.95,361.0,442.1,465.4,865.95,598.73,653.53,832.33,1412.23,339.4,463.42,791.77,363.48,731.12,605.93,195.93,212.53,727.8,1395.88,597.77,160.82,239.25,338.48,869.38,1349.8,175.27,601.28,671.05,231.73,1677.2,346.62,718.0,737.72,522.27,145.38,311.48,284.12,309.68,661.13,677.42,608.98,63.4,547.1,487.33,566.28,316.25,617.38,143.32,865.47,124.35,522.6,732.93,4004.43,241.45,704.03,536.67,729.32,574.6,287.03,,643.77,556.83,122.68,81.2,343.55,311.55,437.52,287.68,289.07,257.87,600.53,586.05,234.07,1545.42,540.48,757.03,265.43,164.18,800.72,444.45,609.45,743.68,888.65,613.45,269.65,292.17,224.62,425.52,183.07,656.12,394.02,859.92,663.1,675.2,1507.32,481.55,525.0,762.58,109.27,337.0,726.8,705.97,751.22,345.38,393.67,308.57,329.5,149.95,1786.25,720.68,768.42,813.98,838.7,160.92,38.32,366.58,864.32,127.23,622.83,788.57,674.18,490.72,88.27,524.17,667.1,328.28,0,183.07,395.93,628.97,797.07,765.93,233.12,626.5,503.43,863.85,676.47,614.18,287.68,455.98,384.53,1689.08,332.48,977.08,395.23,251.3,234.6,513.43,648.28,768.23,396.42,177.28,692.68,618.55,498.15,301.47,704.42,648.33,537.1,540.03,296.43,672.78,394.95
Seaside,1247.95,478.47,492.15,557.02,438.37,461.67,862.22,595.0,649.8,920.92,1500.82,515.67,562.62,788.03,359.75,798.32,602.2,325.17,327.8,724.07,1527.97,594.03,234.53,428.23,334.75,865.65,1438.38,288.42,597.55,788.13,343.83,2175.87,522.88,714.27,733.98,684.35,251.67,307.75,280.38,305.95,657.4,809.5,605.25,107.22,543.37,427.42,579.1,383.45,613.65,241.1,861.73,154.93,589.8,821.52,4150.92,196.68,700.3,653.75,725.58,570.87,614.12,497.02,640.03,553.1,189.88,224.85,410.75,623.95,504.72,354.88,285.33,425.47,596.8,994.9,398.33,1634.0,536.75,753.3,341.53,284.38,796.98,551.52,549.53,832.27,884.92,609.72,209.73,408.43,334.63,632.6,297.6,652.38,461.22,856.18,1161.77,671.47,2021.42,593.65,641.45,758.85,196.53,404.2,723.07,702.23,747.48,547.08,545.68,472.83,504.77,76.13,2300.35,716.95,764.68,810.25,834.97,264.58,164.25,306.67,860.58,214.5,619.1,784.83,670.45,430.8,209.6,591.37,607.18,444.55,155.3,0,463.13,625.23,864.27,1174.78,530.98,1125.17,570.63,860.12,616.55,610.45,387.77,567.83,380.8,2128.75,384.08,973.35,536.27,418.68,331.05,509.7,588.37,764.5,392.68,123.63,1566.35,614.82,565.35,463.55,700.68,644.6,624.17,536.3,478.52,1015.63,482.02
Shafter,2824.55,263.65,126.68,638.52,37.47,113.1,465.35,299.9,333.98,613.1,693.0,611.15,797.82,506.77,374.93,573.5,283.88,647.68,670.77,386.82,1790.13,297.93,625.57,591.02,56.72,522.83,596.9,613.4,272.73,1313.32,686.02,3752.47,603.07,389.45,401.0,1143.5,605.03,328.77,330.57,342.13,293.55,1326.68,289.1,414.72,291.8,562.22,1214.42,313.63,320.58,565.57,488.58,540.12,272.13,493.7,4201.52,1097.92,325.48,1299.25,340.77,243.63,689.3,,307.22,247.28,355.07,568.88,365.93,668.82,539.9,300.07,400.53,456.82,290.98,1102.5,723.52,1336.18,271.93,391.4,687.72,603.28,427.17,752.05,551.85,594.45,632.95,273.47,781.92,723.62,661.98,682.07,619.35,311.57,300.87,502.37,2738.37,369.17,538.88,1353.82,726.65,426.32,659.1,306.38,348.25,388.42,455.22,620.4,635.72,556.02,575.28,686.22,2397.53,374.13,407.53,472.02,447.72,621.93,491.72,,445.77,679.37,332.28,520.02,315.42,552.02,527.78,292.67,498.52,727.67,470.3,694.18,0,392.4,1370.87,,605.38,2701.77,200.82,515.73,478.73,312.7,543.15,752.18,166.98,2236.35,518.93,623.53,1017.5,733.87,673.47,279.75,538.87,475.15,219.0,664.05,2417.95,278.2,273.8,550.65,366.53,338.63,1379.37,317.48,593.7,2347.23,643.42
Simi Valley,2760.42,100.2,346.55,674.07,328.88,357.65,309.27,194.45,228.53,487.65,574.87,646.7,833.37,416.32,464.8,334.28,180.88,629.75,630.53,273.37,1982.0,166.77,574.27,626.57,259.8,445.65,483.77,608.5,171.28,1337.18,650.57,3688.33,638.62,253.23,246.53,1167.37,552.48,420.83,407.43,481.68,197.13,1350.55,180.98,458.08,138.13,306.82,1406.28,618.18,185.43,563.15,378.63,529.67,167.53,388.25,4237.07,480.93,392.57,1431.8,335.32,140.6,624.85,436.42,201.0,132.83,474.93,542.5,656.38,598.6,704.45,491.93,552.08,624.45,177.53,1126.37,707.53,1170.07,136.48,319.8,656.27,587.83,354.72,787.6,132.07,477.0,365.65,173.27,374.13,683.17,648.3,717.62,623.9,228.12,531.27,397.23,2674.23,234.18,432.43,,918.52,297.42,530.27,498.25,416.7,300.23,306.58,655.95,671.27,591.57,610.83,542.77,2333.4,268.98,305.42,383.68,388.7,577.65,493.78,424.18,335.63,552.23,207.83,425.4,216.97,269.77,504.55,163.87,146.58,683.22,504.85,583.0,358.18,0,1394.73,1384.93,481.83,2637.63,401.37,362.52,129.23,192.18,638.52,787.73,429.85,2260.22,653.82,640.4,1041.37,738.42,678.02,114.3,140.77,287.7,487.42,629.15,2353.82,179.07,144.45,586.2,244.83,228.18,,67.5,629.25,,678.97
Sonora,2012.77,972.72,1447.9,914.48,797.45,852.95,1443.93,1034.12,1271.2,1249.32,1574.27,866.07,1499.03,1264.97,606.15,2034.72,1035.97,1441.67,1010.2,1264.03,2091.35,1023.08,903.48,854.23,747.83,1356.93,1548.12,897.17,995.95,2029.53,1439.23,2940.68,889.28,1331.58,1350.02,1859.72,859.88,592.18,608.78,549.9,1155.77,2042.9,1025.65,710.93,966.42,1386.48,1515.63,,1037.15,859.82,1506.65,806.33,997.2,1134.92,2995.35,1454.13,2759.23,1715.47,1461.98,984.85,1490.52,1529.47,1283.7,969.5,571.02,850.78,553.05,855.48,391.58,1591.28,470.73,641.87,1012.78,1818.72,1469.2,,1053.15,1468.77,1006.93,890.03,1297.38,1536.63,1460.93,1363.67,1457.67,994.28,1148.13,1464.83,959.82,2889.0,898.57,1049.0,1657.62,1360.58,1926.58,1317.08,2746.82,1655.03,1027.87,1330.25,846.93,1640.6,2783.37,1386.08,1439.82,908.87,1536.93,837.45,870.5,1397.43,217.77,1345.18,1384.08,1267.65,1333.37,916.67,804.92,1359.02,1346.98,868.9,1074.75,1247.23,1181.02,1355.98,819.1,1020.88,1479.58,1066.95,777.7,1404.67,834.53,1389.62,0,1998.6,707.5,1889.98,1667.03,1506.95,1449.95,1280.85,1564.37,1688.65,703.72,2952.57,605.15,1841.75,1733.72,1475.08,927.03,953.28,1484.77,1535.13,690.53,940.25,3046.17,1014.4,971.92,829.95,1230.45,1274.98,1680.58,970.7,884.92,2975.45,1538.43
South Lake Tahoe,1269.75,1688.7,1639.88,1151.47,1554.28,1579.7,2411.92,1747.38,1809.18,1930.3,2611.2,1119.5,1223.05,1984.97,2414.02,1561.7,1747.58,1205.8,1297.18,1829.02,3731.35,1751.18,1228.7,1116.22,1541.42,2323.92,2515.1,1188.43,1719.7,1729.52,1161.22,2197.67,1106.27,2246.53,2242.32,1662.73,1273.05,1377.97,1395.07,1391.33,1741.75,2408.88,1754.63,1407.98,1687.4,1852.8,3763.87,,1751.67,1242.8,2354.82,1608.32,1708.18,2041.9,2552.33,1609.07,3726.22,2532.45,2428.97,1697.83,1197.5,3723.45,1828.28,1696.48,1581.0,1369.23,1460.03,1222.5,,2588.27,1403.73,1248.85,1744.2,1345.7,1250.75,3804.38,1666.0,,1315.92,1224.85,2264.37,1243.62,2258.6,2300.65,2364.65,1717.12,,1351.82,1320.13,2445.98,1266.55,1774.98,1609.6,3708.57,1183.57,2279.2,3713.8,1272.02,1284.65,2297.23,1308.78,2637.58,3750.35,2289.98,2070.23,1135.85,1153.32,1076.22,1103.15,1496.42,,2312.8,2351.07,1952.63,2317.92,1226.48,1298.17,2326.0,1953.97,1281.37,1758.48,2214.22,1817.62,1811.97,1336.53,1747.87,2446.57,1385.93,1343.85,1473.65,1613.52,3686.0,3054.07,0,1189.48,1146.97,2391.02,2126.17,3676.93,1769.83,1251.17,1114.23,1466.18,2209.55,1332.47,3722.77,1484.65,1348.08,1181.67,1695.08,2300.07,2431.35,1441.95,1471.75,4013.15,1742.32,1709.0,1091.93,1847.73,1818.98,1387.57,1709.15,1114.9,2532.43,1185.42
Stockton,570.3,447.43,372.12,207.35,362.25,401.63,742.18,556.7,578.22,947.88,1527.78,166.0,290.02,793.42,269.72,388.65,551.17,258.47,275.07,691.6,1507.03,560.98,236.57,330.4,284.72,816.62,1465.35,227.03,551.52,767.2,295.1,1498.22,173.22,659.23,663.57,630.62,137.8,217.72,190.35,216.92,591.37,788.57,570.22,274.67,523.33,593.7,432.3,263.42,584.67,192.33,741.7,349.0,553.77,848.48,3771.67,415.75,752.8,632.82,605.55,528.83,111.6,628.3,575.0,508.07,234.58,228.83,170.72,176.93,239.68,335.22,120.28,65.43,556.77,412.65,296.6,1660.97,536.72,646.27,317.8,213.98,738.95,265.47,729.5,859.23,764.88,564.85,406.02,334.55,287.15,246.53,169.43,606.35,341.18,819.38,484.12,641.43,1845.75,338.97,351.6,698.82,214.6,284.17,776.93,655.38,716.43,166.4,220.27,135.17,200.98,376.1,,670.55,702.32,763.8,773.5,223.45,184.32,498.12,740.55,236.57,582.78,787.63,610.42,612.08,177.33,570.92,668.28,390.82,213.33,349.07,343.1,615.18,744.23,592.53,0,447.52,450.6,740.08,703.52,569.42,174.23,282.58,260.77,1510.1,124.05,853.32,503.58,329.65,304.55,480.67,712.97,767.93,272.65,291.43,513.7,575.07,543.58,158.88,651.32,605.55,358.12,525.27,387.58,499.38,215.97
Susanville,143.75,1251.7,1363.88,576.47,1301.57,1370.3,1499.92,1273.1,1307.18,1680.3,1730.2,588.05,715.02,1478.97,1332.13,1950.7,1292.65,622.8,667.97,1406.87,,1255.42,673.68,528.72,1357.92,1506.03,1614.1,602.08,1257.93,1945.52,596.62,1071.67,565.27,1372.57,1393.0,1775.7,675.87,1261.35,1294.07,1281.33,1290.75,1958.88,1280.3,818.98,1276.0,1302.47,1371.62,1344.65,1307.43,659.8,1606.28,1432.32,1247.72,1580.9,4351.33,1370.12,4115.22,1571.45,1587.97,1240.83,1406.5,,1332.43,1243.48,1342.27,752.77,1214.03,1440.25,1202.1,4387.27,937.73,1293.6,1263.18,,1325.18,4193.38,1389.13,1504.75,684.92,635.23,1440.37,669.25,1376.92,4099.65,1687.3,1269.15,1064.12,708.58,706.02,1424.98,694.55,1326.35,1573.6,1519.57,364.57,1356.57,4102.8,,,1478.7,736.78,4436.58,4139.35,1485.73,1499.23,552.85,612.92,530.43,551.48,1313.42,,1457.53,1360.07,1456.22,1427.95,665.97,720.9,1275.0,1502.97,733.97,1305.48,1501.22,1337.62,1271.97,731.65,1236.87,1395.57,750.93,764.47,1320.65,1319.52,1403.62,2003.07,474.58,602.58,0,1583.02,1555.17,1430.93,1301.83,1480.17,,1315.18,1083.55,1372.95,2177.73,1649.7,667.18,642.02,1247.63,1400.75,1451.12,1290.95,854.23,,1282.1,1241.28,512.93,1349.7,1309.98,1536.57,1286.68,540.9,,1394.42
Taft,2893.22,295.32,259.0,670.18,106.0,108.52,497.02,331.57,365.65,644.77,724.67,642.82,829.48,538.43,396.6,625.17,315.55,660.8,694.65,418.48,1921.8,329.6,644.57,622.68,208.38,554.5,628.57,629.27,304.4,1344.98,634.68,3821.13,634.73,421.12,432.67,1175.17,596.7,352.63,339.23,348.8,325.22,1358.35,320.77,466.38,323.47,361.27,1346.08,485.3,352.25,588.25,520.25,591.78,303.8,525.37,4233.18,1074.58,387.15,1545.92,412.43,275.3,727.33,1149.92,338.88,278.95,406.73,620.55,523.5,622.8,571.57,431.73,419.2,491.57,322.65,1134.17,715.18,1197.85,303.6,423.07,709.38,616.23,458.83,783.72,603.52,626.12,664.62,305.13,643.58,755.13,666.42,713.73,629.02,343.23,463.07,534.03,2807.03,400.83,570.55,1485.48,858.32,457.98,607.38,438.05,409.92,420.08,486.88,652.07,667.38,587.68,606.95,737.88,2466.2,405.8,439.2,503.68,479.38,641.57,543.38,1068.63,477.43,629.35,363.95,551.68,347.08,,579.45,324.33,550.18,805.4,521.97,745.85,169.98,424.07,1402.53,,631.83,2770.43,0,547.4,530.4,344.37,879.82,783.85,361.65,2268.02,520.93,660.2,1049.17,721.65,675.3,311.42,590.53,506.82,354.53,715.72,2486.62,309.87,305.47,582.32,398.2,370.3,1511.03,349.15,625.37,2415.9,675.08
Temecula,1431.07,419.02,586.52,893.7,509.52,538.28,399.9,294.08,304.17,486.4,588.18,866.33,1053.0,156.27,742.12,553.92,322.63,884.32,920.17,279.43,2227.32,381.42,826.9,846.2,573.8,184.62,512.08,882.95,319.92,1447.83,858.2,2358.98,858.25,303.87,307.83,1278.02,806.1,698.15,684.75,694.32,259.77,1461.2,318.62,614.03,347.98,530.88,1651.6,542.63,323.65,833.77,125.57,709.43,325.32,360.65,4456.7,831.05,692.67,1618.57,507.95,299.82,844.48,756.38,330.98,298.47,554.38,787.13,795.47,818.23,1249.22,737.25,860.68,806.62,302.33,1237.02,938.7,995.7,361.83,183.75,964.9,860.47,169.68,1007.23,449.9,337.75,376.25,335.25,734.1,1016.45,919.77,937.25,854.53,278.75,605.72,177.88,1344.88,286.68,217.4,1791.0,1163.83,316.87,788.9,743.57,715.43,195.55,261.62,875.58,890.9,811.2,830.47,813.4,2444.05,261.38,262.95,123.45,179.67,848.95,771.42,684.15,112.27,806.87,357.47,142.37,214.82,489.95,780.18,344.85,507.68,1030.92,807.63,852.63,628.5,409.6,1505.38,1266.9,701.47,1308.28,621.0,0,518.42,344.88,858.15,1007.37,692.17,2310.87,851.95,558.05,1152.02,945.17,898.82,419.27,510.73,378.33,512.18,881.23,2464.47,328.95,326.98,805.83,259.68,290.28,1816.55,424.0,848.88,1679.33,898.6
Thousand Oaks,2789.38,138.33,374.52,766.35,352.17,380.93,332.55,217.73,251.82,510.93,681.47,738.98,925.65,439.6,492.77,426.57,204.17,713.03,713.82,296.65,2088.6,214.37,657.55,718.85,287.77,468.93,590.37,691.78,194.57,1416.78,733.85,3717.3,730.9,276.52,269.82,1246.97,635.77,508.8,435.4,504.97,220.42,1430.15,220.27,541.37,161.42,288.07,1512.88,641.47,234.37,646.43,401.92,612.95,190.82,411.53,4329.35,542.18,623.32,1477.08,428.6,172.47,717.13,437.67,224.28,166.12,502.9,625.78,679.67,690.88,727.73,598.53,575.37,647.73,210.82,1205.97,790.82,1279.02,186.1,343.08,739.55,671.12,378.0,879.88,173.32,500.28,457.93,216.05,435.38,766.45,731.58,809.9,707.18,251.4,559.23,485.2,2703.2,257.47,455.72,1527.28,1025.12,320.7,613.55,604.85,646.08,323.52,329.87,748.23,763.55,683.85,703.12,626.05,2413.0,292.27,328.7,406.97,411.98,660.93,577.07,425.43,423.6,635.52,231.12,448.68,240.25,251.02,587.83,213.5,187.83,766.5,588.13,666.28,386.15,119.5,1474.33,1550.22,574.12,2666.6,493.65,385.8,0,215.47,730.8,880.02,457.82,2339.82,677.1,747.0,1120.97,821.7,761.3,145.72,154.33,310.98,510.7,712.43,2433.42,202.35,206.63,678.48,268.12,251.47,1552.83,130.7,721.53,2312.07,771.25
Torrance,1205.42,163.53,351.02,696.13,268.67,297.43,249.05,111.98,106.32,380.72,484.68,668.77,855.43,296.45,469.27,356.35,74.47,642.82,643.6,183.82,1937.63,108.98,587.33,637.13,280.02,313.52,408.58,621.57,122.77,1220.18,663.63,2133.33,660.68,198.87,216.52,1050.37,565.55,425.3,427.65,421.47,177.08,1233.55,55.18,471.15,137.83,307.38,1361.92,557.97,49.97,576.22,327.0,542.73,118.28,367.53,4259.13,575.4,398.2,1561.75,340.95,99.67,646.92,529.28,63.57,62.32,495.15,555.57,596.17,620.67,644.23,447.57,491.87,564.23,113.02,1009.37,720.6,1129.37,142.12,225.5,669.33,600.9,241.85,809.67,287.88,344.63,383.13,139.75,468.6,696.23,661.37,739.68,636.97,185.6,535.73,344.05,1119.23,181.82,332.57,1501.32,874.15,242.28,543.33,453.88,422.33,270.57,246.37,678.02,693.33,613.63,632.9,555.83,2214.95,214.62,223.55,268.82,270.83,590.72,506.85,517.05,267.45,565.3,69.22,310.7,142.73,271.45,517.62,124.7,332.4,696.28,517.92,596.07,378.4,208.62,1277.73,1364.95,503.9,1082.63,391.38,302.3,243.92,0,660.58,809.8,450.07,2143.22,593.6,,924.37,751.48,691.08,160.92,263.9,238.33,427.2,642.22,2235.37,150.67,128.83,608.27,131.87,137.85,1526.87,189.9,651.32,1443.65,701.03
Tracy,2856.55,663.5,616.68,457.2,506.92,548.1,1315.88,714.18,749.98,897.1,1298.05,385.85,422.82,951.77,389.93,528.5,720.45,494.13,555.77,785.67,1485.13,711.93,220.57,373.02,532.22,985.58,1271.9,484.85,693.73,1483.32,454.42,3784.47,363.07,811.33,807.28,1678.5,200.03,345.97,346.57,357.13,708.55,1496.68,708.1,290.03,634.2,819.6,439.3,413.63,727.95,160.57,1321.62,370.12,678.98,798.7,3908.38,1067.92,2163.02,1459.25,735.77,669.63,214.3,1143.25,772.3,667.28,234.8,283.88,216.83,101.27,264.9,475.07,160.53,215.65,696.0,1192.5,586.57,,632.8,1331.17,572.72,198.28,1021.17,411.72,1225.4,2147.45,1121.45,704.7,,603.47,256.98,472.78,214.35,737.57,511.4,989.23,2770.37,775.67,2150.6,453.85,501.65,849.03,254.1,481.38,2187.15,1256.78,1037.03,447.27,440.72,328.02,277.23,401.22,,1068.97,779.88,919.43,962.02,216.93,230.23,972.8,920.77,274.37,729.28,971.02,724.8,778.77,257.78,708.67,1093.37,322.67,260.65,409.18,558.32,682.97,1460.87,1372.38,100.38,2733.77,600.82,1092.97,1173.73,726.63,0,428.03,432.98,2326.35,299.27,1505.53,1556.5,558.87,508.63,661.88,1266.87,1358.15,408.75,379.05,2449.95,709.2,675.8,348.73,783.53,751.52,484.37,676.95,371.7,2379.23,342.22
Truckee,332.85,732.8,1053.57,344.08,559.45,609.83,1204.02,734.2,1031.28,949.4,1334.35,301.03,529.7,1025.05,1021.82,1640.38,736.05,329.2,440.87,1024.12,1767.02,723.17,379.37,243.4,546.23,1117.02,1308.2,331.8,696.03,773.2,298.77,1260.77,279.95,1091.67,1110.1,686.42,375.82,435.9,423.87,431.43,915.85,721.57,725.73,506.67,708.1,992.15,315.6,,737.23,370.1,1266.73,604.0,697.28,835.0,3962.82,697.75,2364.9,620.37,1222.07,684.93,401.18,,1043.78,669.58,511.1,459.83,903.72,411.02,891.78,1036.1,366.8,312.73,712.87,1424.38,425.4,2443.07,753.23,1228.85,459.6,349.37,1057.47,518.6,1066.6,1063.75,1157.75,714.37,753.8,450.35,405.47,359.67,410.23,749.08,1263.28,1120.67,246.67,1077.17,2352.48,560.73,608.53,1090.33,430.68,1085.42,2389.03,1146.17,1199.9,334.15,332.75,247.03,292.17,608.1,,1105.27,1144.17,1027.73,1093.45,381.98,443.12,964.68,1107.07,445.25,774.83,1007.32,941.1,961.65,432.67,720.97,1085.25,469.55,467.73,584.07,1009.2,1149.7,1692.75,318.68,318.05,210.07,1272.7,1267.03,1210.03,1040.93,464.85,0,1129.28,1272.65,358.07,1541.83,508.33,431.77,335.52,728.18,1090.43,1140.8,565.05,577.48,1656.83,714.48,706.1,250.62,990.53,1035.07,591.25,751.5,273.58,980.27,325.33
Tulare,1277.35,339.45,322.48,534.32,211.88,238.9,541.15,436.7,468.78,688.9,768.8,506.95,693.62,643.57,200.73,369.3,418.68,483.93,507.02,543.47,1787.93,420.02,461.82,486.82,80.02,671.9,672.7,449.65,392.53,,522.27,2205.27,498.87,469.57,480.33,,441.28,214.57,211.37,230.93,452.38,,416.23,370.97,394.35,638.02,1212.22,94.43,426.38,401.82,686.72,496.37,399.78,569.5,4097.32,1078.72,539.28,1327.05,526.57,369.43,525.55,,443.02,373.08,311.32,525.13,202.18,505.07,435.7,297.87,236.78,293.07,417.78,1083.3,559.77,1333.98,347.73,558.02,523.97,439.53,562.97,647.85,615.65,670.25,708.75,401.08,779.72,559.87,498.23,577.87,455.6,448.37,112.3,638.17,1191.17,444.97,674.68,1351.62,724.45,502.12,495.35,384.18,562.05,508.22,557.45,516.2,531.52,451.82,471.08,642.47,2260.33,449.93,498.33,607.82,596.52,458.18,447.97,,581.57,515.62,438.08,623.82,464.22,627.82,484.03,416.47,562.32,563.92,426.55,650.43,207.12,468.2,1321.67,,441.63,1154.57,277.62,591.53,542.53,434.55,379.4,647.98,0,2217.15,355.18,623.33,,570.12,509.72,355.55,602.67,550.95,53.48,620.3,2310.75,409.97,402.6,446.45,493.33,486.57,1377.17,393.28,489.5,1310.03,539.22
