,Alturas,Arleta,Arvin,Auburn,Bakersfield,Bakersfield Southwest,Barstow,Bell Gardens,Bellflower,Blythe,Brawley,Carmichael,Chico,Chula Vista,Clovis,Coalinga,Compton,Concord,Corte Madera,Costa Mesa,Crescent City,Culver City,Daly City,Davis,Delano,El Cajon,El Centro,El Cerrito,El Monte,Eureka,Fairfield,Fall River Mills,Folsom,Fontana,Fontana Commercial Drive Test Center,Fort Bragg,Fremont,Fresno,Fresno Commercial Drive Test Center,Fresno North,Fullerton,Garberville,Gardena Commercial Drive Test Center,Gilroy,Glendale,Goleta,Grass Valley,Hanford,Hawthorne,Hayward,Hemet,Hollister,Hollywood,Indio,Jackson,King City,Lake Isabella,Lakeport,Lancaster,Lincoln Park,Lodi,Lompoc,Long Beach,Los Angeles,Los Banos,Los Gatos,Madera,Manteca,Mariposa,Mendota,Merced,Modesto,Montebello,Mt Shasta,Napa,Needles,Newhall,Norco,Novato,Oakland,Oceanside,Oroville,Oxnard,Palm Desert,Palm Springs,Pasadena,Paso Robles,Petaluma,Pittsburg,Placerville,Pleasanton,Pomona,Porterville,Poway,Quincy,Rancho Cucamonga,Rancho San Diego Industry Business Center,Red Bluff,Redding,Redlands,Redwood City,Reedley,Ridgecrest,Riverside,Riverside East,Rocklin,Roseville,Sacramento,Sacramento South,Salinas,San Andreas,San Bernardino,San Clemente,San Diego,San Diego Clairemont,San Francisco,San Jose,San Luis Obispo,San Marcos,San Mateo,San Pedro,San Ysidro,Santa Ana,Santa Barbara,Santa Clara,Santa Monica,Santa Paula,Santa Rosa,Santa Teresa,Seaside,Shafter,Simi Valley,Sonora,South Lake Tahoe,Stockton,Susanville,Taft,Temecula,Thousand Oaks,Torrance,Tracy,Truckee,Tulare,Tulelake,Turlock,Twentynine Palms,Ukiah,Vacaville,Vallejo,Van Nuys,Ventura,Victorville,Visalia,Watsonville,Weaverville,West Covina,West Hollywood,West Sacramento Commercial Drive Test Center,Westminster,Whittier,Willows,Winnetka,Woodland,Yreka,Yuba City
Tulelake,118.38,1814.48,1779.17,1424.03,1686.17,1744.93,2029.23,1903.73,1946.82,2234.93,2814.83,1352.68,1302.68,2098.6,1616.77,1965.33,1893.38,1394.15,1492.6,2030.65,484.8,1894.88,1458.32,1332.85,1726.77,2187.55,2752.4,1411.43,1869.57,1493.67,1358.85,6911.3,1359.9,1994.6,1997.57,1791.37,1450.77,1540.6,1553.4,1553.97,1938.42,,1895.93,1567.62,1854.03,2058.67,1625.38,1825.47,1910.3,1444.05,2087.75,1661.95,1842.12,2135.53,1485.97,1784.7,2039.85,1820.77,2032.6,1844.47,1421.13,,1920.28,1854.12,1521.63,1538.87,1637.77,1445.97,1671.73,1911.9,1807.37,1652.48,1893.82,1415.33,1483.82,2948.02,1829.63,1990.48,1508.55,1420.9,2067.0,1297.43,2016.55,2146.28,2051.93,1883.9,1788.75,1533.1,1441.65,1439.62,1490.18,1937.4,1743.23,2731.2,1577.2,1957.0,5277.43,1420.68,1056.25,2058.33,1510.63,1918.22,2063.98,1997.52,2061.97,1414.1,1412.7,1317.85,1339.78,1660.05,,2016.6,1989.37,2050.85,2060.55,1462.12,1511.8,1865.85,2087.6,1516.6,1912.37,2104.68,1958.25,2014.35,1497.62,1893.5,1955.33,1572.1,1545.28,1664.02,1745.15,1935.23,2031.28,1649.22,1397.22,1195.6,2037.65,2094.6,1990.57,1902.75,1494.8,1634.87,1629.82,0,1551.1,2140.37,1664.33,1490.4,1415.47,1821.58,2020.38,2054.98,1604.7,1623.88,1571.78,1890.83,1835.37,1308.57,1978.37,1919.47,1461.2,1861.32,1335.2,1466.07,1379.05
Turlock,696.55,437.15,361.83,297.2,351.97,391.35,699.4,546.42,567.93,905.1,1517.5,255.85,379.87,783.13,259.43,455.5,540.88,335.35,367.98,681.32,1753.72,550.7,332.48,273.02,274.43,806.33,1455.07,324.13,541.23,759.9,308.02,1624.47,263.07,648.95,653.28,673.12,293.67,207.43,180.07,206.63,581.08,708.27,559.93,403.78,513.05,811.83,558.55,253.13,574.38,287.6,731.42,480.12,543.48,805.7,3936.28,537.87,710.02,699.25,595.27,518.55,174.3,1085.25,564.72,497.78,191.8,352.03,160.43,199.13,196.9,402.07,94.53,79.23,546.48,502.5,378.52,1618.18,493.93,635.98,411.72,314.48,728.67,391.72,686.72,816.45,754.6,554.57,541.92,428.47,374.82,372.78,277.78,596.07,330.9,809.1,610.37,631.15,2064.18,428.82,441.45,688.53,340.72,273.88,734.15,645.1,706.15,292.65,310.12,225.02,237.23,428.22,2343.12,660.27,659.53,753.52,763.22,323.37,323.97,619.02,730.27,362.68,572.5,777.35,600.13,767.52,340.33,548.17,625.5,484.73,358.45,485.45,332.82,604.9,591.45,682.38,106.28,573.77,440.32,729.8,693.23,559.13,248.15,372.43,250.48,1636.35,0,843.03,495.03,418.47,338.47,470.38,690.55,757.65,262.37,458.57,639.95,564.78,533.3,248.73,641.03,595.27,484.37,514.98,271.7,589.23,342.22
Twentynine Palms,2965.8,652.9,1576.93,1753.52,961.17,1021.1,624.97,602.17,644.23,453.35,753.25,1701.1,1825.1,857.02,1545.18,2163.75,628.63,1621.97,1598.23,717.07,4333.4,623.3,1525.75,1632.12,1570.97,862.08,662.15,1521.48,552.98,2158.57,1601.27,3893.72,1708.32,519.7,517.75,1988.75,1529.67,1474.4,1507.12,1494.38,649.8,2171.93,614.35,1509.97,632.45,869.85,4365.92,1037.7,634.72,1544.85,618.83,1645.37,615.45,286.0,2868.38,1583.17,2632.27,2019.18,791.02,582.88,1619.55,1658.5,650.47,577.53,1555.32,1529.45,1427.08,1694.38,1645.15,2544.32,1455.78,1527.0,577.23,1947.75,1672.8,,642.18,678.73,1616.97,1513.53,784.42,1845.67,774.97,261.92,139.83,598.8,1152.17,1648.42,1583.23,2762.03,1568.6,547.82,1786.65,864.85,2879.62,534.42,,1874.07,1886.7,504.68,,2593.63,2656.4,484.67,476.9,1737.9,1755.37,1648.27,1684.2,1526.47,2898.78,472.38,690.12,809.27,818.97,,1457.68,1488.05,,,650.53,863.1,629.88,825.02,1463.25,619.92,828.77,1678.98,1484.32,1565.7,1532.57,716.67,2216.12,2127.63,1551.53,2843.02,1796.07,645.98,748.98,646.88,1693.4,1817.68,,3081.6,,0,1862.75,1710.13,1603.72,661.13,778.8,605.4,,1551.4,2954.2,573.58,622.05,1693.98,676.78,642.88,1989.62,671.12,1716.95,2848.48,1787.47
Ukiah,1676.85,1121.83,1111.98,404.82,1049.67,1118.4,1248.02,1207.52,1211.32,1428.4,1478.3,401.45,618.12,1205.08,1080.23,1698.8,1031.08,331.68,196.05,1204.15,968.45,1081.2,286.9,295.72,791.27,1297.05,1362.2,255.7,1022.45,228.62,205.32,2604.77,378.37,1271.7,1290.13,115.67,345.37,1009.45,1042.17,1029.43,1095.88,251.02,1148.77,476.12,1007.13,1050.57,494.6,1092.75,1056.8,317.6,1354.38,432.42,1031.47,1329.0,4021.82,647.2,,91.22,1336.07,989.52,530.63,1193.55,1223.82,982.5,691.13,439.28,962.13,467.7,950.2,1255.37,606.83,581.23,1008.72,1482.8,253.82,2501.48,1137.23,1408.88,175.58,295.62,1237.5,572.35,1125.02,2407.75,1483.85,1034.4,812.22,154.8,392.15,444.77,358.68,1053.12,1321.7,1300.7,1590.67,1257.2,2410.9,1259.12,631.95,1376.98,335.13,1304.68,,1391.75,1247.33,387.7,390.1,346.45,365.58,557.55,2689.83,1347.65,1324.2,1237.77,1273.48,260.35,385.57,1023.1,1287.1,334.7,1138.87,1202.35,1121.13,1020.07,398.12,1035.17,1143.67,110.07,402.18,533.52,1067.62,1329.73,1751.17,1662.68,476.72,1554.07,1331.12,1447.07,1390.07,1220.97,494.3,417.48,1063.28,2616.65,542.07,1925.83,0,260.18,170.18,1119.77,1148.85,1199.22,1039.05,526.93,1065.25,1021.43,1031.13,352.3,1170.57,1215.1,,1149.82,319.0,1199.53,398.72
Vacaville,650.9,670.0,761.03,237.55,651.27,692.45,908.07,754.25,782.33,1070.45,1650.35,324.5,342.92,991.12,534.28,672.85,740.73,134.85,197.12,866.17,,731.28,173.92,224.87,676.57,1023.07,1587.92,134.93,735.08,560.18,58.37,1578.82,306.42,830.22,844.77,576.88,189.02,508.32,490.92,519.48,773.93,581.55,731.45,307.13,727.9,676.95,378.9,557.98,763.18,170.95,923.27,368.47,677.63,971.05,402.48,520.22,2254.88,421.6,868.12,721.98,234.65,711.55,755.8,689.63,537.15,248.3,468.7,404.48,516.77,619.42,441.88,256.67,736.33,456.85,148.92,1783.53,719.28,826.0,221.37,130.63,902.52,346.07,804.07,981.8,1020.2,748.2,489.27,257.62,201.72,253.13,186.7,787.92,655.75,1197.7,564.72,822.52,2242.47,383.2,395.8,893.85,232.15,643.73,2279.02,833.03,897.48,227.62,384.07,108.58,153.63,395.57,2521.4,852.12,824.88,959.37,940.1,168.3,227.05,581.37,923.12,225.2,747.88,1007.2,793.77,695.33,244.68,737.02,876.72,296.52,250.8,368.53,702.67,770.75,1493.35,682.73,262.73,528.12,745.17,930.12,826.08,754.35,250.32,372.78,577.33,1590.7,331.28,1757.4,449.85,0,129.98,677.42,796.22,890.5,553.1,351.9,594.3,760.38,670.88,280.35,829.85,787.45,438.72,712.83,124.05,543.58,385.57
Vallejo,654.73,589.22,764.87,350.77,655.1,696.28,827.28,673.47,701.55,989.67,1569.57,274.72,346.75,910.33,538.12,676.68,659.95,145.95,147.33,785.38,1209.98,650.5,152.13,175.08,680.4,942.28,1507.13,75.15,654.3,470.15,85.58,1582.65,256.63,749.43,763.98,486.37,159.23,494.15,494.75,505.32,693.15,491.52,650.67,257.35,647.12,596.17,492.12,561.82,682.4,141.17,842.48,318.68,596.85,890.27,352.7,470.43,1979.32,373.82,787.33,641.2,347.87,630.77,675.02,608.85,568.37,218.52,345.22,331.12,393.28,623.25,473.1,287.88,655.55,616.07,180.13,1702.75,638.5,745.22,171.58,103.85,821.73,349.9,723.28,901.02,939.42,667.42,408.48,207.83,171.93,366.35,156.92,707.13,659.58,1158.97,568.55,741.73,1966.9,387.03,555.02,813.07,194.15,629.57,2003.45,752.25,816.7,340.83,334.28,221.8,266.85,345.78,2245.83,771.33,744.1,878.58,859.32,141.27,197.27,500.58,842.33,192.23,667.1,926.42,712.98,614.55,214.9,656.23,795.93,246.73,221.02,318.75,706.5,689.97,1282.17,795.95,293.95,531.95,749.0,849.33,745.3,673.57,281.53,486.0,581.17,1594.53,362.5,1633.92,359.33,177.13,0,596.63,715.43,809.72,556.93,302.12,598.13,679.6,590.1,230.57,749.07,706.67,442.55,632.05,237.27,702.8,335.78
Van Nuys,1098.43,32.37,285.83,609.18,198.83,257.6,270.5,187.1,208.78,391.6,553.78,581.82,768.48,434.55,459.43,269.4,197.25,575.87,576.65,275.62,1933.63,149.67,520.38,550.18,231.12,430.9,477.68,554.62,134.52,1156.82,596.68,2026.35,573.73,234.33,247.43,987.0,498.6,413.27,415.07,426.63,244.85,1170.18,166.23,404.2,101.1,410.38,1357.92,398.13,178.27,650.07,316.08,475.78,105.78,351.85,4172.18,485.22,340.52,1386.55,283.27,164.43,559.97,491.7,210.42,122.08,383.57,488.62,450.43,533.72,637.4,443.57,485.03,541.32,182.03,904.38,653.65,1113.68,94.12,231.55,602.38,533.95,342.63,722.72,294.72,328.95,367.45,202.98,378.42,629.28,594.42,652.73,570.02,172.35,369.37,438.83,1012.25,219.42,453.35,1497.32,870.15,226.6,476.38,449.88,364.65,328.0,291.42,591.07,606.38,526.68,545.95,488.88,2111.42,198.93,276.9,387.13,306.02,523.77,439.9,479.47,357.23,498.35,202.47,430.48,222.52,373.33,450.67,106.5,310.15,629.33,450.97,529.12,322.82,108.07,1172.75,1360.88,416.95,975.65,285.32,,189.52,187.2,627.65,722.85,257.0,2038.23,603.43,622.03,861.0,684.53,624.13,0,284.33,221.17,303.5,575.27,2131.83,141.93,103.9,521.32,260.07,224.33,1522.87,38.95,564.37,1423.73,614.08
Ventura,1318.27,190.28,416.47,808.3,364.12,422.88,454.5,288.68,292.77,527.88,765.33,916.57,967.6,484.55,534.72,468.52,270.17,798.92,832.77,411.6,1972.85,251.0,741.43,760.8,329.72,495.88,674.23,767.38,270.9,1322.57,772.8,2246.18,944.85,378.33,368.65,1152.75,734.82,490.75,477.35,501.92,316.37,1335.93,260.88,604.5,227.42,155.52,1482.13,623.42,274.32,726.37,480.85,729.9,220.07,494.13,1329.85,629.5,454.73,1463.97,480.55,243.42,759.08,404.98,296.23,227.07,544.85,758.67,703.07,732.83,789.68,656.85,775.28,721.22,257.77,1111.75,1217.7,1293.43,246.43,401.18,847.5,775.0,439.95,921.83,108.53,471.23,499.88,256.32,417.37,893.25,834.3,851.85,769.13,315.35,601.18,529.15,1232.08,329.42,497.67,1498.53,1078.37,412.88,703.43,663.17,477.5,381.47,431.45,875.37,1380.43,725.8,745.07,495.93,2331.25,359.22,368.58,445.8,455.93,779.68,681.5,332.75,465.55,767.47,292.32,508.8,302.13,158.33,717.57,250.92,97.18,801.45,660.08,536.17,428.1,191.45,1380.12,1566.63,616.07,1195.48,477.53,545.75,151.07,294.93,772.75,1545.28,499.77,2245.6,766.55,830.87,1026.75,777.7,819.67,174.72,0,397.93,567.47,552.97,2351.67,273.55,216.32,880.45,356.32,312.55,1524.08,138.73,776.42,1438.95,813.2
Victorville,1419.42,345.15,436.52,1620.85,389.17,417.93,137.37,353.55,372.63,277.93,479.05,1464.95,1506.47,267.05,529.77,1290.37,338.73,890.42,911.63,354.9,3460.02,237.77,838.37,990.07,404.77,297.67,387.95,872.6,263.95,1285.18,935.85,2347.33,1466.72,200.33,204.98,1115.37,847.32,515.8,487.4,527.97,199.42,1298.55,333.08,604.55,327.2,452.48,1762.2,533.15,336.12,847.25,168.92,699.95,325.78,266.0,1522.0,702.52,337.5,1609.08,519.42,188.47,746.17,627.85,381.07,285.93,544.9,813.3,553.7,821.0,1239.73,997.93,679.35,653.62,309.63,1074.37,1362.82,901.05,340.58,186.23,894.37,851.93,284.0,1544.07,500.37,243.1,281.6,327.2,605.57,988.8,927.47,2278.83,792.18,272.22,596.23,252.2,1333.23,228.28,326.43,1662.5,1227.07,190.33,794.37,1047.25,360.27,204.33,96.87,1610.92,1544.37,1347.35,1365.13,684.87,2347.4,143.08,307.27,231.2,270.98,835.1,765.35,555.62,246.58,816.33,367.18,263.85,175.13,406.17,777.98,337.32,473.35,954.38,796.1,724.1,465.33,347.23,1342.73,1183.43,678.15,1296.63,507.83,152.8,517.38,247.53,820.02,1162.08,512.82,2208.22,,544.58,989.37,1428.7,934.47,358.53,539.2,0,502.7,771.85,2367.82,270.38,213.37,1374.02,224.48,338.28,1688.02,400.13,1032.35,2297.1,1545.87
Visalia,1263.92,324.25,307.28,519.12,196.68,223.7,525.95,572.33,606.42,673.7,753.6,491.75,678.42,779.2,187.37,321.08,556.32,473.28,496.37,659.25,1757.72,570.37,451.17,471.62,152.48,795.27,657.5,439.0,545.17,,511.62,2191.83,483.67,450.05,673.43,,430.63,150.0,167.0,171.57,565.98,,561.53,360.32,564.23,622.82,1182.0,259.88,593.02,391.17,761.02,485.72,544.57,554.3,4082.12,1063.52,556.08,1381.83,511.37,516.07,514.9,,579.65,519.72,300.67,514.48,340.72,494.42,482.8,302.5,226.13,282.42,563.42,1068.1,549.12,1366.78,332.53,663.83,513.32,428.88,699.6,632.65,632.45,655.05,693.55,545.9,812.52,549.22,487.58,562.67,444.95,584.0,127.23,774.8,1177.73,429.77,811.32,1321.4,694.23,486.92,484.7,351.82,578.85,660.85,727.65,501.0,516.32,436.62,455.88,631.82,1736.97,434.73,679.97,744.45,720.15,447.53,437.32,,718.2,504.97,604.72,792.45,587.85,612.62,473.38,565.1,579.12,553.27,415.9,639.78,254.58,453.0,811.88,,430.98,1141.13,336.42,576.33,559.33,585.13,368.75,632.78,49.25,2201.95,344.53,679.8,,559.47,499.07,340.35,619.47,535.75,0,609.65,2297.32,550.63,546.23,431.25,638.97,611.07,1346.95,378.08,474.3,1261.82,524.02
Watsonville,1139.87,531.57,675.6,461.12,722.78,778.28,769.63,630.82,643.9,932.02,1511.92,419.77,524.37,852.68,561.48,1113.0,602.3,284.12,301.9,727.73,1502.07,592.85,208.63,332.33,673.17,884.63,1449.48,249.78,596.65,762.23,302.93,2067.78,426.98,691.78,706.33,658.45,225.77,517.52,534.12,539.68,635.5,783.6,593.02,226.52,589.47,457.42,540.85,,624.75,215.2,784.83,160.93,539.2,832.62,4128.07,222.68,2006.33,627.85,729.68,583.55,518.22,492.02,617.37,551.2,496.35,198.95,478.38,528.05,526.45,838.38,422.08,351.45,597.9,1046.42,372.43,1645.1,580.85,687.57,315.63,246.48,764.08,513.27,584.53,843.37,881.77,609.77,282.67,382.53,308.73,536.7,271.7,649.48,885.32,1117.68,1053.68,684.08,1993.92,555.4,603.2,755.42,170.63,887.7,2030.47,694.6,759.05,451.18,449.78,376.93,408.87,98.03,2272.85,713.68,686.45,835.93,801.67,238.68,155.62,380.5,784.68,188.6,609.45,868.77,655.33,559.37,167.7,598.58,720.18,418.65,188.37,156.27,759.87,632.32,1314.78,1226.3,435.08,1017.08,894.73,791.68,687.65,615.92,349.52,529.58,629.05,2030.85,411.4,1538.85,510.37,342.78,305.15,538.98,671.37,752.07,615.87,0,1533.27,621.95,532.45,367.65,691.42,649.02,585.92,574.4,382.62,981.97,443.77
Weaverville,,1023.62,1273.8,500.38,850.27,900.65,1494.83,1025.02,1322.1,1240.22,1625.17,482.97,315.68,1315.87,1242.05,1860.62,1026.87,640.32,695.1,1314.93,372.98,1013.98,652.6,451.63,837.05,1407.83,1599.02,637.72,986.85,253.43,595.13,,475.18,1382.48,1400.92,1480.62,693.97,726.72,714.68,722.25,1206.67,606.8,1016.55,788.9,998.92,1212.38,606.42,,1028.05,667.68,1557.55,910.23,988.1,1125.82,4253.63,1280.03,3820.13,,1512.88,975.75,581.42,,1334.6,960.4,801.92,755.32,1123.95,596.25,1112.02,,657.62,603.55,1003.68,204.62,675.63,4103.3,1044.05,1519.67,699.83,646.4,1348.28,378.83,1286.83,4009.57,1448.57,1005.18,974.03,765.73,686.87,599.9,651.47,1039.9,1483.52,1411.48,,1367.98,3807.72,205.93,100.03,1381.15,707.7,4141.5,3844.27,1436.98,1490.72,484.77,507.83,440.13,470.82,1223.33,,1396.08,1434.98,1318.55,1384.27,654.48,704.82,1184.92,1397.88,711.48,1065.65,1298.13,1231.92,1181.88,732.45,1011.78,1305.48,779.28,737.57,1230.57,1229.43,1440.52,1912.98,1824.5,497.5,,1492.93,1557.85,1500.85,1331.75,655.08,595.15,1420.1,1618.47,648.88,1832.65,1218.57,650.68,635.75,1019.0,1310.67,1361.03,855.87,834.67,0,1005.3,996.92,445.85,1281.35,1325.88,411.48,1042.32,468.82,291.35,359.33
West Covina,1159.03,201.08,329.52,673.05,242.52,301.28,226.9,121.77,147.57,317.63,521.18,645.68,832.35,401.33,503.12,333.27,114.92,631.67,632.45,226.42,1905.27,135.45,576.18,614.05,274.8,397.68,445.08,610.42,52.32,1182.93,652.48,2086.95,637.6,126.23,163.88,1013.12,554.4,456.95,458.75,470.32,181.63,1196.3,113.02,460.0,103.38,343.88,1329.55,441.82,130.53,693.75,436.17,531.58,97.72,296.95,4236.05,641.9,388.75,1514.47,331.5,83.18,623.83,507.38,136.53,76.87,481.53,544.42,494.12,597.58,616.37,415.2,528.72,585.0,132.43,972.12,709.45,1040.57,146.83,205.83,658.18,589.75,308.75,786.58,253.03,274.05,312.55,111.65,445.1,685.08,650.22,716.6,625.82,64.87,413.05,404.95,1072.85,101.75,419.47,1468.95,841.78,295.18,532.18,421.52,412.88,285.87,208.67,654.93,670.25,590.55,609.82,544.68,2172.02,209.15,243.02,353.25,278.37,579.57,495.7,495.15,323.35,554.15,134.58,396.6,188.63,247.95,506.47,117.25,297.55,685.13,506.77,584.92,366.5,275.98,1240.48,1320.2,480.82,1036.25,329.0,,306.32,153.22,671.33,786.72,300.68,2105.97,647.12,540.35,887.12,740.33,679.93,148.47,229.05,201.38,347.18,631.07,2192.43,0,96.38,585.18,169.12,145.35,1494.5,165.07,628.23,1402.45,677.95
West Hollywood,1123.82,93.43,290.6,632.43,203.6,262.37,228.62,137.53,136.58,361.0,450.9,605.07,791.73,363.65,464.2,292.65,115.98,562.47,563.25,218.73,1903.05,95.27,506.98,573.43,235.88,360.0,374.8,541.22,97.33,1126.48,583.28,2051.73,596.98,190.45,194.7,956.67,485.2,418.03,419.83,431.4,165.65,1139.85,94.47,390.8,87.68,447.48,1347.32,402.9,113.55,654.83,361.57,462.38,17.37,341.25,4195.43,541.62,386.92,1438.17,329.67,60.03,583.22,510.1,127.98,73.07,412.33,475.22,455.2,556.97,607.8,412.98,489.8,546.08,103.2,929.77,640.25,1090.45,107.92,207.73,588.98,520.55,271.07,745.97,,318.35,356.85,137.28,434.82,615.88,581.02,675.98,556.62,129.6,374.13,367.27,1037.63,171.68,381.78,1466.73,839.57,272.0,462.98,419.3,411.05,230.25,275.53,614.32,629.63,549.93,569.2,475.48,2136.8,229.97,205.33,315.57,273.62,510.37,426.5,497.87,285.67,484.95,130.13,358.92,193.02,410.43,437.27,45.78,347.25,615.93,437.57,515.72,327.58,196.28,1198.13,1321.3,440.2,1001.03,290.08,,226.62,137.23,632.42,746.1,261.77,2063.62,608.2,,830.67,671.13,610.73,95.83,321.43,201.82,308.27,561.87,2143.12,99.13,0,544.57,176.1,136.8,1492.28,106.18,587.62,1384.5,637.33
West Sacramento Commercial Drive Test Center,540.98,595.28,559.97,160.6,466.97,525.73,810.03,684.53,727.62,1015.73,1595.63,119.25,224.3,879.4,397.57,520.65,674.18,172.42,270.87,811.45,1319.0,675.68,236.58,37.32,507.57,968.35,1533.2,189.7,650.37,579.17,137.12,1468.9,126.47,775.4,778.37,569.63,229.03,321.4,334.2,334.77,719.22,600.53,676.73,345.88,634.83,682.68,301.95,606.27,691.1,222.32,868.55,368.85,622.92,916.33,199.98,491.6,820.65,444.78,813.4,625.27,165.15,,701.08,634.92,302.43,317.13,418.57,181.28,452.53,467.22,235.17,373.28,674.62,346.93,262.08,1728.82,610.43,771.28,286.82,199.17,847.8,236.15,797.35,927.08,832.73,664.7,495.65,311.37,219.92,174.93,268.45,718.2,524.03,1013.8,454.8,737.8,2032.37,273.28,285.88,839.13,288.9,473.53,844.78,778.32,842.77,150.67,149.27,81.42,106.35,438.32,,797.4,770.17,831.65,841.35,240.38,290.07,572.75,868.4,294.87,693.17,885.48,739.05,638.37,275.88,674.3,736.13,350.37,323.55,442.28,525.95,716.03,812.08,544.53,132.53,418.2,592.97,875.4,771.37,683.55,230.12,234.58,410.62,1480.78,331.9,921.17,442.6,169.98,193.73,602.38,801.18,835.78,385.5,402.15,484.38,671.63,616.17,0,759.17,700.27,328.8,642.12,71.8,433.67,175.62
Westminster,1253.2,191.42,394.33,738.17,311.98,340.75,298.57,139.37,103.63,408.95,440.13,710.8,897.47,277.9,512.58,398.38,120.12,672.85,673.63,76.97,2009.98,179.55,617.37,679.17,307.58,293.23,364.03,651.6,133.58,1228.78,693.67,2181.12,702.72,242.53,251.57,1058.97,595.58,468.62,455.22,464.78,72.18,1242.15,146.08,501.18,173.5,348.83,1434.27,601.28,162.88,606.25,294.0,572.77,189.63,338.27,4301.17,616.85,435.67,1560.38,378.42,147.55,688.95,586.85,84.45,121.93,522.72,585.6,639.48,662.7,687.55,519.92,535.18,607.55,156.5,1041.35,750.63,1094.08,179.58,140.17,699.37,630.93,204.3,851.7,315.77,315.37,353.87,186.63,510.05,726.27,691.4,781.72,667.0,171.48,579.05,300.5,1144.22,225.48,315.02,1573.67,946.5,254.82,573.37,526.23,459.8,189.67,200.03,720.05,735.37,655.67,674.93,585.87,2266.18,214.33,154.23,248.8,253.28,620.75,536.88,574.62,218.9,595.33,113.33,317.15,60.55,312.9,547.65,183.32,360.28,726.32,547.95,626.1,405.97,,1309.72,1364.3,545.93,1130.42,451.67,,304.65,137.48,702.62,851.83,477.63,2175.2,636.92,620.67,932.97,781.52,721.12,188.8,291.78,308.77,470.52,672.25,2256.6,165.28,180.45,650.3,0,130.42,1599.22,217.78,693.35,1491.37,743.07
Whittier,1241.45,179.17,370.0,690.3,283.0,341.77,267.38,80.62,85.88,365.9,509.9,662.93,849.6,306.67,543.6,350.52,102.35,661.1,661.88,164.73,1951.4,121.8,605.62,631.3,315.28,322.0,433.8,639.85,73.4,1233.23,681.92,2169.37,654.85,211.22,210.32,1063.42,583.83,497.43,499.23,510.8,119.95,1246.6,107.33,489.43,134.87,392.6,1375.68,482.3,98.85,734.23,329.98,561.02,128.65,352.02,4253.3,600.62,404.92,1541.03,347.67,102.3,641.08,556.1,139.27,93.95,492.97,573.85,534.6,614.83,656.57,461.33,569.2,625.48,66.93,1022.42,738.88,1102.1,187.32,176.15,687.62,619.18,267.07,803.83,261.75,329.12,367.62,130.22,493.82,714.52,679.65,733.85,655.25,149.23,453.53,339.27,1155.27,181.32,328.78,1515.08,887.92,280.77,561.62,467.65,429.05,239.02,284.3,672.18,687.5,607.8,627.07,574.12,2254.43,238.73,241.53,279.03,250.62,609.0,525.13,543.87,292.67,583.58,135.9,317.75,186.08,296.67,535.9,148.33,306.27,714.57,536.2,614.35,406.98,247.07,1290.78,1369.12,498.07,1118.67,369.48,277.17,250.63,125.6,711.82,803.97,341.17,2156.27,687.6,609.8,937.42,769.77,709.37,169.55,237.77,249.58,387.67,660.5,2274.85,108.82,131.47,602.43,140.2,0,1540.63,208.15,645.48,1450.9,695.2
Willows,2971.58,791.53,1146.72,402.3,618.18,668.57,1262.75,792.93,1090.02,1008.13,1393.08,384.88,85.98,1083.78,1114.97,1509.25,794.78,408.23,450.8,1082.85,1505.88,781.9,420.52,353.55,604.97,1175.75,1366.93,405.63,754.77,,363.05,3899.5,377.1,1150.4,1168.83,,466.05,494.63,482.6,490.17,974.58,,784.47,556.82,766.83,1085.3,508.33,,795.97,435.6,1325.47,678.15,756.02,893.73,4021.55,1152.95,2518.05,,1280.8,743.67,483.33,,1102.52,728.32,569.83,523.23,996.87,498.17,984.93,2550.1,425.53,371.47,771.6,331.53,443.55,2596.22,811.97,1287.58,467.75,414.32,1116.2,196.0,1159.75,2262.48,1216.48,773.1,846.95,533.65,454.78,367.82,419.38,807.82,1356.43,1179.4,,1135.9,2505.63,238.88,389.13,1149.07,475.62,2599.42,2542.18,1204.9,1258.63,386.68,409.75,342.05,372.73,1096.25,,1164.0,1202.9,1086.47,1152.18,422.4,472.73,1057.83,1165.8,479.4,833.57,1066.05,999.83,1054.8,500.37,779.7,1178.4,547.2,505.48,1103.48,1102.35,1208.43,1785.9,1473.13,399.42,2848.8,1365.85,1325.77,1268.77,1099.67,423.0,497.07,1188.02,2427.1,416.8,1600.57,,418.6,403.67,786.92,1183.58,1233.95,623.78,602.58,468.98,773.22,764.83,347.77,1049.27,1093.8,0,810.23,370.73,418.27,261.25
